Areaname,Area,Areatype,Stfips,Maparea,Stateabbrv,Periodyear,Periodtype,Period,Timeperiod,Adjusted,Laborforce,Emplab,Unemp,Unemprate,Clfprate,Emppopratio,Fullperiod,Sortperiod,Rank,Preliminary,prelim
Franklin County,55,4,42,4204000055,PA,2020,3,8,"August, 2020",1,76000,69800,6200,8.2,,,20200308,3202008,813,No,0
Fulton County,57,4,42,4204000057,PA,2020,3,8,"August, 2020",1,7400,6300,1100,14.7,,,20200308,3202008,814,No,0
Greene County,59,4,42,4204000059,PA,2020,3,8,"August, 2020",1,15500,13800,1600,10.6,,,20200308,3202008,815,No,0
Huntingdon County,61,4,42,4204000061,PA,2020,3,8,"August, 2020",1,19400,17300,2100,10.8,,,20200308,3202008,816,No,0
Indiana County,63,4,42,4204000063,PA,2020,3,8,"August, 2020",1,37300,33900,3500,9.3,,,20200308,3202008,817,No,0
Jefferson County,65,4,42,4204000065,PA,2020,3,8,"August, 2020",1,19700,17900,1800,9.2,,,20200308,3202008,818,No,0
Juniata County,67,4,42,4204000067,PA,2020,3,8,"August, 2020",1,12300,11500,800,6.5,,,20200308,3202008,819,No,0
Lackawanna County,69,4,42,4204000069,PA,2020,3,8,"August, 2020",1,101800,91700,10000,9.9,,,20200308,3202008,820,No,0
Lancaster County,71,4,42,4204000071,PA,2020,3,8,"August, 2020",1,277600,256200,21400,7.7,,,20200308,3202008,821,No,0
Lawrence County,73,4,42,4204000073,PA,2020,3,8,"August, 2020",1,39700,35400,4300,10.9,,,20200308,3202008,822,No,0
Lebanon County,75,4,42,4204000075,PA,2020,3,8,"August, 2020",1,70800,64900,5900,8.3,,,20200308,3202008,823,No,0
Lehigh County,77,4,42,4204000077,PA,2020,3,8,"August, 2020",1,188500,168600,20000,10.6,,,20200308,3202008,824,No,0
Luzerne County,79,4,42,4204000079,PA,2020,3,8,"August, 2020",1,154700,137100,17700,11.4,,,20200308,3202008,825,No,0
Lycoming County,81,4,42,4204000081,PA,2020,3,8,"August, 2020",1,54800,49800,5100,9.2,,,20200308,3202008,826,No,0
McKean County,83,4,42,4204000083,PA,2020,3,8,"August, 2020",1,16800,15200,1600,9.6,,,20200308,3202008,827,No,0
Mercer County,85,4,42,4204000085,PA,2020,3,8,"August, 2020",1,47300,42600,4800,10.1,,,20200308,3202008,828,No,0
Mifflin County,87,4,42,4204000087,PA,2020,3,8,"August, 2020",1,20800,19100,1700,8.4,,,20200308,3202008,829,No,0
Monroe County,89,4,42,4204000089,PA,2020,3,8,"August, 2020",1,79900,70100,9800,12.3,,,20200308,3202008,830,No,0
Montgomery County,91,4,42,4204000091,PA,2020,3,8,"August, 2020",1,439200,402500,36700,8.4,,,20200308,3202008,831,No,0
Montour County,93,4,42,4204000093,PA,2020,3,8,"August, 2020",1,9000,8400,500,6,,,20200308,3202008,832,No,0
Northampton County,95,4,42,4204000095,PA,2020,3,8,"August, 2020",1,155800,140800,14900,9.6,,,20200308,3202008,833,No,0
Northumberland County,97,4,42,4204000097,PA,2020,3,8,"August, 2020",1,41600,37500,4100,9.8,,,20200308,3202008,834,No,0
Perry County,99,4,42,4204000099,PA,2020,3,8,"August, 2020",1,23400,21800,1600,6.8,,,20200308,3202008,835,No,0
Philadelphia County,101,4,42,4204000101,PA,2020,3,8,"August, 2020",1,717900,611900,105900,14.8,,,20200308,3202008,836,No,0
Pike County,103,4,42,4204000103,PA,2020,3,8,"August, 2020",1,24100,21400,2700,11.4,,,20200308,3202008,837,No,0
Potter County,105,4,42,4204000105,PA,2020,3,8,"August, 2020",1,7000,6400,700,9.4,,,20200308,3202008,838,No,0
Schuylkill County,107,4,42,4204000107,PA,2020,3,8,"August, 2020",1,64700,58500,6300,9.7,,,20200308,3202008,839,No,0
Snyder County,109,4,42,4204000109,PA,2020,3,8,"August, 2020",1,19200,18000,1300,6.7,,,20200308,3202008,840,No,0
Somerset County,111,4,42,4204000111,PA,2020,3,8,"August, 2020",1,32100,28900,3200,9.9,,,20200308,3202008,841,No,0
Sullivan County,113,4,42,4204000113,PA,2020,3,8,"August, 2020",1,2600,2300,200,8.4,,,20200308,3202008,842,No,0
Susquehanna County,115,4,42,4204000115,PA,2020,3,8,"August, 2020",1,19200,17700,1500,7.7,,,20200308,3202008,843,No,0
Tioga County,117,4,42,4204000117,PA,2020,3,8,"August, 2020",1,18500,16700,1800,9.9,,,20200308,3202008,844,No,0
Union County,119,4,42,4204000119,PA,2020,3,8,"August, 2020",1,18900,17700,1300,6.6,,,20200308,3202008,845,No,0
Venango County,121,4,42,4204000121,PA,2020,3,8,"August, 2020",1,21600,19600,2000,9.3,,,20200308,3202008,846,No,0
Warren County,123,4,42,4204000123,PA,2020,3,8,"August, 2020",1,18200,16700,1500,8.4,,,20200308,3202008,847,No,0
Washington County,125,4,42,4204000125,PA,2020,3,8,"August, 2020",1,103400,92900,10500,10.2,,,20200308,3202008,848,No,0
Wayne County,127,4,42,4204000127,PA,2020,3,8,"August, 2020",1,20500,18500,2100,10,,,20200308,3202008,849,No,0
Westmoreland County,129,4,42,4204000129,PA,2020,3,8,"August, 2020",1,173000,156600,16300,9.5,,,20200308,3202008,850,No,0
Wyoming County,131,4,42,4204000131,PA,2020,3,8,"August, 2020",1,12900,11800,1100,8.4,,,20200308,3202008,851,No,0
York County,133,4,42,4204000133,PA,2020,3,8,"August, 2020",1,229300,209400,19900,8.7,,,20200308,3202008,852,No,0
Berks County WDA,1,15,42,4215000001,PA,2020,3,8,"August, 2020",1,208900,187300,21600,10.4,,,20200308,3202008,853,No,0
Bucks County WDA,2,15,42,4215000002,PA,2020,3,8,"August, 2020",1,333100,303200,29900,9,,,20200308,3202008,854,No,0
Central WDA,3,15,42,4215000003,PA,2020,3,8,"August, 2020",1,289100,266600,22500,7.8,,,20200308,3202008,855,No,0
Chester County WDA,4,15,42,4215000004,PA,2020,3,8,"August, 2020",1,273800,255100,18700,6.8,,,20200308,3202008,856,No,0
Delaware County WDA,5,15,42,4215000005,PA,2020,3,8,"August, 2020",1,291100,260600,30500,10.5,,,20200308,3202008,857,No,0
Lackawanna County WDA,6,15,42,4215000006,PA,2020,3,8,"August, 2020",1,101800,91700,10000,9.9,,,20200308,3202008,858,No,0
Lancaster County WDA,7,15,42,4215000007,PA,2020,3,8,"August, 2020",1,277600,256200,21400,7.7,,,20200308,3202008,859,No,0
Lehigh Valley WDA,8,15,42,4215000008,PA,2020,3,8,"August, 2020",1,344600,309400,35200,10.2,,,20200308,3202008,860,No,0
Luzerne-Schuylkill Counties WDA,9,15,42,4215000009,PA,2020,3,8,"August, 2020",1,219200,195400,23700,10.8,,,20200308,3202008,861,No,0
Montgomery County WDA,10,15,42,4215000010,PA,2020,3,8,"August, 2020",1,439200,402500,36700,8.4,,,20200308,3202008,862,No,0
North Central WDA,11,15,42,4215000011,PA,2020,3,8,"August, 2020",1,80200,72500,7700,9.6,,,20200308,3202008,863,No,0
Northern Tier WDA,12,15,42,4215000012,PA,2020,3,8,"August, 2020",1,80500,73700,6800,8.4,,,20200308,3202008,864,No,0
Northwest WDA,13,15,42,4215000013,PA,2020,3,8,"August, 2020",1,221600,200000,21600,9.7,,,20200308,3202008,865,No,0
Philadelphia County WDA,14,15,42,4215000014,PA,2020,3,8,"August, 2020",1,717900,611900,105900,14.8,,,20200308,3202008,866,No,0
Pocono Counties WDA,15,15,42,4215000015,PA,2020,3,8,"August, 2020",1,156300,138800,17500,11.2,,,20200308,3202008,867,No,0
South Central WDA,16,15,42,4215000016,PA,2020,3,8,"August, 2020",1,733400,673400,60000,8.2,,,20200308,3202008,868,No,0
Southern Alleghenies WDA,17,15,42,4215000017,PA,2020,3,8,"August, 2020",1,194500,175800,18700,9.6,,,20200308,3202008,869,No,0
Southwest Corner WDA,18,15,42,4215000018,PA,2020,3,8,"August, 2020",1,200500,179300,21300,10.6,,,20200308,3202008,870,No,0
Three Rivers WDA,19,15,42,4215000019,PA,2020,3,8,"August, 2020",1,628800,564300,64500,10.3,,,20200308,3202008,871,No,0
Tri-County WDA,20,15,42,4215000020,PA,2020,3,8,"August, 2020",1,163000,148600,14300,8.8,,,20200308,3202008,872,No,0
West Central WDA,21,15,42,4215000021,PA,2020,3,8,"August, 2020",1,86900,77800,9100,10.5,,,20200308,3202008,873,No,0
Westmoreland and Fayette Counties WDA,22,15,42,4215000022,PA,2020,3,8,"August, 2020",1,228400,205100,23300,10.2,,,20200308,3202008,874,No,0
"Allentown-Bethlehem-Easton, PA-NJ MSA",10900,31,42,4231010900,PA,2020,3,8,"August, 2020",1,429900,386800,43100,10,,,20200308,3202008,875,No,0
"Altoona, PA MSA",11020,31,42,4231011020,PA,2020,3,8,"August, 2020",1,58200,53100,5100,8.7,,,20200308,3202008,876,No,0
"Bloomsburg-Berwick, PA MSA",14100,31,42,4231014100,PA,2020,3,8,"August, 2020",1,42100,38900,3200,7.5,,,20200308,3202008,877,No,0
"Chambersburg-Waynesboro, PA MSA",16540,31,42,4231016540,PA,2020,3,8,"August, 2020",1,76000,69800,6200,8.2,,,20200308,3202008,878,No,0
"East Stroudsburg, PA MSA",20700,31,42,4231020700,PA,2020,3,8,"August, 2020",1,79900,70100,9800,12.3,,,20200308,3202008,879,No,0
"Erie, PA MSA",21500,31,42,4231021500,PA,2020,3,8,"August, 2020",1,125200,112100,13100,10.5,,,20200308,3202008,880,No,0
"Gettysburg, PA MSA",23900,31,42,4231023900,PA,2020,3,8,"August, 2020",1,53900,50100,3800,7,,,20200308,3202008,881,No,0
"Harrisburg-Carlisle, PA MSA",25420,31,42,4231025420,PA,2020,3,8,"August, 2020",1,293000,268900,24100,8.2,,,20200308,3202008,882,No,0
"Johnstown, PA MSA",27780,31,42,4231027780,PA,2020,3,8,"August, 2020",1,55000,49800,5200,9.5,,,20200308,3202008,883,No,0
"Lancaster, PA MSA",29540,31,42,4231029540,PA,2020,3,8,"August, 2020",1,277600,256200,21400,7.7,,,20200308,3202008,884,No,0
"Lebanon, PA MSA",30140,31,42,4231030140,PA,2020,3,8,"August, 2020",1,70800,64900,5900,8.3,,,20200308,3202008,885,No,0
"Montgomery-Bucks-Chester, PA Metro Division",33874,31,42,4231033874,PA,2020,3,8,"August, 2020",1,1046500,960800,85600,8.2,,,20200308,3202008,886,No,0
"Philadelphia, PA Metro Division",37964,31,42,4231037964,PA,2020,3,8,"August, 2020",1,1008500,871300,137300,13.6,,,20200308,3202008,887,No,0
"Philadelphia, PA MSA - PA Part",37965,31,42,4231037965,PA,2020,3,8,"August, 2020",1,2055500,1832100,223400,10.9,,,20200308,3202008,888,No,0
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",37980,31,42,4231037980,PA,2020,3,8,"August, 2020",1,3085600,2770600,315000,10.2,,,20200308,3202008,889,No,0
"Pittsburgh, PA MSA",38300,31,42,4231038300,PA,2020,3,8,"August, 2020",1,1165600,1046400,119200,10.2,,,20200308,3202008,890,No,0
"Reading, PA MSA",39740,31,42,4231039740,PA,2020,3,8,"August, 2020",1,208900,187300,21600,10.4,,,20200308,3202008,891,No,0
"Scranton--Wilkes-Barre--Hazleton, PA MSA",42540,31,42,4231042540,PA,2020,3,8,"August, 2020",1,269800,240800,29000,10.8,,,20200308,3202008,892,No,0
"State College, PA MSA",44300,31,42,4231044300,PA,2020,3,8,"August, 2020",1,74800,70500,4400,5.9,,,20200308,3202008,893,No,0
"Williamsport, PA MSA",48700,31,42,4231048700,PA,2020,3,8,"August, 2020",1,54800,49800,5100,9.2,,,20200308,3202008,894,No,0
"York-Hanover, PA MSA",49620,31,42,4231049620,PA,2020,3,8,"August, 2020",1,229300,209400,19900,8.7,,,20200308,3202008,895,No,0
United States,0,0,0,0,US,2020,3,9,"September, 2020",1,160078000,147543000,12535000,7.8,61.4,56.6,20200309,3202009,896,No,0
Pennsylvania,0,1,42,4201000000,PA,2020,3,9,"September, 2020",1,6317000,5867000,450000,7.1,61.5,57.1,20200309,3202009,897,No,0
Adams County,1,4,42,4204000001,PA,2020,3,9,"September, 2020",1,53600,50800,2700,5.1,,,20200309,3202009,898,No,0
Allegheny County,3,4,42,4204000003,PA,2020,3,9,"September, 2020",1,631400,584300,47100,7.5,,,20200309,3202009,899,No,0
Armstrong County,5,4,42,4204000005,PA,2020,3,9,"September, 2020",1,31100,28600,2500,8.2,,,20200309,3202009,900,No,0
Beaver County,7,4,42,4204000007,PA,2020,3,9,"September, 2020",1,81900,75100,6800,8.2,,,20200309,3202009,901,No,0
Bedford County,9,4,42,4204000009,PA,2020,3,9,"September, 2020",1,23400,21600,1800,7.5,,,20200309,3202009,902,No,0
Berks County,11,4,42,4204000011,PA,2020,3,9,"September, 2020",1,210100,194100,16000,7.6,,,20200309,3202009,903,No,0
Blair County,13,4,42,4204000013,PA,2020,3,9,"September, 2020",1,59200,55500,3800,6.3,,,20200309,3202009,904,No,0
Bradford County,15,4,42,4204000015,PA,2020,3,9,"September, 2020",1,27800,26200,1600,5.7,,,20200309,3202009,905,No,0
Bucks County,17,4,42,4204000017,PA,2020,3,9,"September, 2020",1,337500,315500,21900,6.5,,,20200309,3202009,906,No,0
Butler County,19,4,42,4204000019,PA,2020,3,9,"September, 2020",1,96200,90400,5800,6,,,20200309,3202009,907,No,0
Cambria County,21,4,42,4204000021,PA,2020,3,9,"September, 2020",1,55900,51900,4100,7.3,,,20200309,3202009,908,No,0
Cameron County,23,4,42,4204000023,PA,2020,3,9,"September, 2020",1,2100,1800,200,10.6,,,20200309,3202009,909,No,0
Carbon County,25,4,42,4204000025,PA,2020,3,9,"September, 2020",1,31100,28900,2300,7.3,,,20200309,3202009,910,No,0
Centre County,27,4,42,4204000027,PA,2020,3,9,"September, 2020",1,73800,70500,3300,4.4,,,20200309,3202009,911,No,0
Chester County,29,4,42,4204000029,PA,2020,3,9,"September, 2020",1,280300,266300,14000,5,,,20200309,3202009,912,No,0
Clarion County,31,4,42,4204000031,PA,2020,3,9,"September, 2020",1,16700,15700,1000,6,,,20200309,3202009,913,No,0
Clearfield County,33,4,42,4204000033,PA,2020,3,9,"September, 2020",1,35200,32700,2500,7.2,,,20200309,3202009,914,No,0
Clinton County,35,4,42,4204000035,PA,2020,3,9,"September, 2020",1,17500,16300,1200,6.9,,,20200309,3202009,915,No,0
Columbia County,37,4,42,4204000037,PA,2020,3,9,"September, 2020",1,33000,30900,2100,6.3,,,20200309,3202009,916,No,0
Crawford County,39,4,42,4204000039,PA,2020,3,9,"September, 2020",1,37800,35200,2700,7,,,20200309,3202009,917,No,0
Cumberland County,41,4,42,4204000041,PA,2020,3,9,"September, 2020",1,130600,124100,6600,5,,,20200309,3202009,918,No,0
Dauphin County,43,4,42,4204000043,PA,2020,3,9,"September, 2020",1,144100,133900,10200,7.1,,,20200309,3202009,919,No,0
Delaware County,45,4,42,4204000045,PA,2020,3,9,"September, 2020",1,292300,270100,22200,7.6,,,20200309,3202009,920,No,0
Elk County,47,4,42,4204000047,PA,2020,3,9,"September, 2020",1,15000,13600,1400,9.2,,,20200309,3202009,921,No,0
Erie County,49,4,42,4204000049,PA,2020,3,9,"September, 2020",1,125600,115800,9900,7.9,,,20200309,3202009,922,No,0
Fayette County,51,4,42,4204000051,PA,2020,3,9,"September, 2020",1,55600,50200,5400,9.8,,,20200309,3202009,923,No,0
Forest County,53,4,42,4204000053,PA,2020,3,9,"September, 2020",1,1800,1600,100,8.3,,,20200309,3202009,924,No,0
Franklin County,55,4,42,4204000055,PA,2020,3,9,"September, 2020",1,76600,72100,4600,6,,,20200309,3202009,925,No,0
Fulton County,57,4,42,4204000057,PA,2020,3,9,"September, 2020",1,7900,7100,800,10,,,20200309,3202009,926,No,0
Greene County,59,4,42,4204000059,PA,2020,3,9,"September, 2020",1,15800,14600,1200,7.8,,,20200309,3202009,927,No,0
Huntingdon County,61,4,42,4204000061,PA,2020,3,9,"September, 2020",1,19600,17900,1700,8.5,,,20200309,3202009,928,No,0
Indiana County,63,4,42,4204000063,PA,2020,3,9,"September, 2020",1,36900,34200,2700,7.2,,,20200309,3202009,929,No,0
Jefferson County,65,4,42,4204000065,PA,2020,3,9,"September, 2020",1,19800,18500,1300,6.7,,,20200309,3202009,930,No,0
Juniata County,67,4,42,4204000067,PA,2020,3,9,"September, 2020",1,12600,12000,600,5.1,,,20200309,3202009,931,No,0
Lackawanna County,69,4,42,4204000069,PA,2020,3,9,"September, 2020",1,102500,94800,7700,7.5,,,20200309,3202009,932,No,0
Lancaster County,71,4,42,4204000071,PA,2020,3,9,"September, 2020",1,281600,265800,15900,5.6,,,20200309,3202009,933,No,0
Lawrence County,73,4,42,4204000073,PA,2020,3,9,"September, 2020",1,39800,36500,3300,8.4,,,20200309,3202009,934,No,0
Lebanon County,75,4,42,4204000075,PA,2020,3,9,"September, 2020",1,71700,67300,4400,6.1,,,20200309,3202009,935,No,0
Lehigh County,77,4,42,4204000077,PA,2020,3,9,"September, 2020",1,190000,175700,14300,7.5,,,20200309,3202009,936,No,0
Luzerne County,79,4,42,4204000079,PA,2020,3,9,"September, 2020",1,155500,141700,13900,8.9,,,20200309,3202009,937,No,0
Lycoming County,81,4,42,4204000081,PA,2020,3,9,"September, 2020",1,55600,51800,3800,6.8,,,20200309,3202009,938,No,0
McKean County,83,4,42,4204000083,PA,2020,3,9,"September, 2020",1,16700,15500,1200,7.5,,,20200309,3202009,939,No,0
Mercer County,85,4,42,4204000085,PA,2020,3,9,"September, 2020",1,47800,44000,3800,7.9,,,20200309,3202009,940,No,0
Mifflin County,87,4,42,4204000087,PA,2020,3,9,"September, 2020",1,21200,19700,1500,7.3,,,20200309,3202009,941,No,0
Monroe County,89,4,42,4204000089,PA,2020,3,9,"September, 2020",1,81000,73700,7300,9,,,20200309,3202009,942,No,0
Montgomery County,91,4,42,4204000091,PA,2020,3,9,"September, 2020",1,445800,419100,26700,6,,,20200309,3202009,943,No,0
Montour County,93,4,42,4204000093,PA,2020,3,9,"September, 2020",1,9000,8600,400,4.7,,,20200309,3202009,944,No,0
Northampton County,95,4,42,4204000095,PA,2020,3,9,"September, 2020",1,157600,146800,10800,6.8,,,20200309,3202009,945,No,0
Northumberland County,97,4,42,4204000097,PA,2020,3,9,"September, 2020",1,41700,38700,3100,7.3,,,20200309,3202009,946,No,0
Perry County,99,4,42,4204000099,PA,2020,3,9,"September, 2020",1,24100,22800,1200,5.1,,,20200309,3202009,947,No,0
Philadelphia County,101,4,42,4204000101,PA,2020,3,9,"September, 2020",1,711400,633600,77800,10.9,,,20200309,3202009,948,No,0
Pike County,103,4,42,4204000103,PA,2020,3,9,"September, 2020",1,24500,22500,2000,8.3,,,20200309,3202009,949,No,0
Potter County,105,4,42,4204000105,PA,2020,3,9,"September, 2020",1,7200,6600,600,7.7,,,20200309,3202009,950,No,0
Schuylkill County,107,4,42,4204000107,PA,2020,3,9,"September, 2020",1,65500,60800,4700,7.2,,,20200309,3202009,951,No,0
Snyder County,109,4,42,4204000109,PA,2020,3,9,"September, 2020",1,19300,18300,1000,5.4,,,20200309,3202009,952,No,0
Somerset County,111,4,42,4204000111,PA,2020,3,9,"September, 2020",1,32400,29900,2400,7.5,,,20200309,3202009,953,No,0
Sullivan County,113,4,42,4204000113,PA,2020,3,9,"September, 2020",1,2600,2400,200,6.7,,,20200309,3202009,954,No,0
Susquehanna County,115,4,42,4204000115,PA,2020,3,9,"September, 2020",1,19800,18600,1200,5.8,,,20200309,3202009,955,No,0
Tioga County,117,4,42,4204000117,PA,2020,3,9,"September, 2020",1,18600,17200,1400,7.7,,,20200309,3202009,956,No,0
Union County,119,4,42,4204000119,PA,2020,3,9,"September, 2020",1,19200,18200,1000,5,,,20200309,3202009,957,No,0
Venango County,121,4,42,4204000121,PA,2020,3,9,"September, 2020",1,21800,20300,1500,7.1,,,20200309,3202009,958,No,0
Warren County,123,4,42,4204000123,PA,2020,3,9,"September, 2020",1,18800,17600,1200,6.5,,,20200309,3202009,959,No,0
Washington County,125,4,42,4204000125,PA,2020,3,9,"September, 2020",1,103800,96200,7700,7.4,,,20200309,3202009,960,No,0
Wayne County,127,4,42,4204000127,PA,2020,3,9,"September, 2020",1,22100,20600,1600,7,,,20200309,3202009,961,No,0
Westmoreland County,129,4,42,4204000129,PA,2020,3,9,"September, 2020",1,174300,162200,12100,7,,,20200309,3202009,962,No,0
Wyoming County,131,4,42,4204000131,PA,2020,3,9,"September, 2020",1,13100,12300,800,6.5,,,20200309,3202009,963,No,0
York County,133,4,42,4204000133,PA,2020,3,9,"September, 2020",1,231700,217100,14700,6.3,,,20200309,3202009,964,No,0
Berks County WDA,1,15,42,4215000001,PA,2020,3,9,"September, 2020",1,210100,194100,16000,7.6,,,20200309,3202009,965,No,0
Bucks County WDA,2,15,42,4215000002,PA,2020,3,9,"September, 2020",1,337500,315500,21900,6.5,,,20200309,3202009,966,No,0
Central WDA,3,15,42,4215000003,PA,2020,3,9,"September, 2020",1,291200,273900,17300,5.9,,,20200309,3202009,967,No,0
Chester County WDA,4,15,42,4215000004,PA,2020,3,9,"September, 2020",1,280300,266300,14000,5,,,20200309,3202009,968,No,0
Delaware County WDA,5,15,42,4215000005,PA,2020,3,9,"September, 2020",1,292300,270100,22200,7.6,,,20200309,3202009,969,No,0
Lackawanna County WDA,6,15,42,4215000006,PA,2020,3,9,"September, 2020",1,102500,94800,7700,7.5,,,20200309,3202009,970,No,0
Lancaster County WDA,7,15,42,4215000007,PA,2020,3,9,"September, 2020",1,281600,265800,15900,5.6,,,20200309,3202009,971,No,0
Lehigh Valley WDA,8,15,42,4215000008,PA,2020,3,9,"September, 2020",1,347800,322500,25300,7.3,,,20200309,3202009,972,No,0
Luzerne-Schuylkill Counties WDA,9,15,42,4215000009,PA,2020,3,9,"September, 2020",1,220900,202500,18400,8.3,,,20200309,3202009,973,No,0
Montgomery County WDA,10,15,42,4215000010,PA,2020,3,9,"September, 2020",1,445800,419100,26700,6,,,20200309,3202009,974,No,0
North Central WDA,11,15,42,4215000011,PA,2020,3,9,"September, 2020",1,81100,75300,5800,7.2,,,20200309,3202009,975,No,0
Northern Tier WDA,12,15,42,4215000012,PA,2020,3,9,"September, 2020",1,82000,76900,5100,6.3,,,20200309,3202009,976,No,0
Northwest WDA,13,15,42,4215000013,PA,2020,3,9,"September, 2020",1,222600,206200,16400,7.4,,,20200309,3202009,977,No,0
Philadelphia County WDA,14,15,42,4215000014,PA,2020,3,9,"September, 2020",1,711400,633600,77800,10.9,,,20200309,3202009,978,No,0
Pocono Counties WDA,15,15,42,4215000015,PA,2020,3,9,"September, 2020",1,159300,146300,13000,8.1,,,20200309,3202009,979,No,0
South Central WDA,16,15,42,4215000016,PA,2020,3,9,"September, 2020",1,745600,701500,44100,5.9,,,20200309,3202009,980,No,0
Southern Alleghenies WDA,17,15,42,4215000017,PA,2020,3,9,"September, 2020",1,198700,184300,14400,7.2,,,20200309,3202009,981,No,0
Southwest Corner WDA,18,15,42,4215000018,PA,2020,3,9,"September, 2020",1,201500,185900,15600,7.7,,,20200309,3202009,982,No,0
Three Rivers WDA,19,15,42,4215000019,PA,2020,3,9,"September, 2020",1,631400,584300,47100,7.5,,,20200309,3202009,983,No,0
Tri-County WDA,20,15,42,4215000020,PA,2020,3,9,"September, 2020",1,164200,153300,10900,6.6,,,20200309,3202009,984,No,0
West Central WDA,21,15,42,4215000021,PA,2020,3,9,"September, 2020",1,87400,80300,7100,8.1,,,20200309,3202009,985,No,0
Westmoreland and Fayette Counties WDA,22,15,42,4215000022,PA,2020,3,9,"September, 2020",1,230000,212400,17600,7.6,,,20200309,3202009,986,No,0
"Allentown-Bethlehem-Easton, PA-NJ MSA",10900,31,42,4231010900,PA,2020,3,9,"September, 2020",1,429300,398500,30800,7.2,,,20200309,3202009,987,No,0
"Altoona, PA MSA",11020,31,42,4231011020,PA,2020,3,9,"September, 2020",1,59200,55500,3800,6.3,,,20200309,3202009,988,No,0
"Bloomsburg-Berwick, PA MSA",14100,31,42,4231014100,PA,2020,3,9,"September, 2020",1,41800,39300,2500,6,,,20200309,3202009,989,No,0
"Chambersburg-Waynesboro, PA MSA",16540,31,42,4231016540,PA,2020,3,9,"September, 2020",1,76600,72100,4600,6,,,20200309,3202009,990,No,0
"East Stroudsburg, PA MSA",20700,31,42,4231020700,PA,2020,3,9,"September, 2020",1,81000,73700,7300,9,,,20200309,3202009,991,No,0
"Erie, PA MSA",21500,31,42,4231021500,PA,2020,3,9,"September, 2020",1,125600,115800,9900,7.9,,,20200309,3202009,992,No,0
"Gettysburg, PA MSA",23900,31,42,4231023900,PA,2020,3,9,"September, 2020",1,53600,50800,2700,5.1,,,20200309,3202009,993,No,0
"Harrisburg-Carlisle, PA MSA",25420,31,42,4231025420,PA,2020,3,9,"September, 2020",1,298400,280500,17900,6,,,20200309,3202009,994,No,0
"Johnstown, PA MSA",27780,31,42,4231027780,PA,2020,3,9,"September, 2020",1,55900,51900,4100,7.3,,,20200309,3202009,995,No,0
"Lancaster, PA MSA",29540,31,42,4231029540,PA,2020,3,9,"September, 2020",1,281600,265800,15900,5.6,,,20200309,3202009,996,No,0
"Lebanon, PA MSA",30140,31,42,4231030140,PA,2020,3,9,"September, 2020",1,71700,67300,4400,6.1,,,20200309,3202009,997,No,0
"Montgomery-Bucks-Chester, PA Metro Division",33874,31,42,4231033874,PA,2020,3,9,"September, 2020",1,1065600,1002300,63300,5.9,,,20200309,3202009,998,No,0
"Philadelphia, PA Metro Division",37964,31,42,4231037964,PA,2020,3,9,"September, 2020",1,1005600,904900,100700,10,,,20200309,3202009,999,No,0
"Philadelphia, PA MSA - PA Part",37965,31,42,4231037965,PA,2020,3,9,"September, 2020",1,2068300,1904300,164000,7.9,,,20200309,3202009,1000,No,0
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",37980,31,42,4231037980,PA,2020,3,9,"September, 2020",1,3064200,2829900,234300,7.6,,,20200309,3202009,1001,No,0
"Pittsburgh, PA MSA",38300,31,42,4231038300,PA,2020,3,9,"September, 2020",1,1175800,1088500,87300,7.4,,,20200309,3202009,1002,No,0
"Reading, PA MSA",39740,31,42,4231039740,PA,2020,3,9,"September, 2020",1,210100,194100,16000,7.6,,,20200309,3202009,1003,No,0
"Scranton--Wilkes-Barre--Hazleton, PA MSA",42540,31,42,4231042540,PA,2020,3,9,"September, 2020",1,271100,248700,22400,8.3,,,20200309,3202009,1004,No,0
"State College, PA MSA",44300,31,42,4231044300,PA,2020,3,9,"September, 2020",1,73800,70500,3300,4.4,,,20200309,3202009,1005,No,0
"Williamsport, PA MSA",48700,31,42,4231048700,PA,2020,3,9,"September, 2020",1,55600,51800,3800,6.8,,,20200309,3202009,1006,No,0
"York-Hanover, PA MSA",49620,31,42,4231049620,PA,2020,3,9,"September, 2020",1,231700,217100,14700,6.3,,,20200309,3202009,1007,No,0
United States,0,0,0,0,US,2020,3,10,"October, 2020",1,160718000,149669000,11049000,6.9,61.6,57.4,20200310,3202010,1008,No,0
Pennsylvania,0,1,42,4201000000,PA,2020,3,10,"October, 2020",1,6314000,5870000,444000,7,61.4,57.1,20200310,3202010,1009,No,0
Adams County,1,4,42,4204000001,PA,2020,3,10,"October, 2020",1,53900,51400,2600,4.8,,,20200310,3202010,1010,No,0
Allegheny County,3,4,42,4204000003,PA,2020,3,10,"October, 2020",1,626500,583900,42700,6.8,,,20200310,3202010,1011,No,0
Armstrong County,5,4,42,4204000005,PA,2020,3,10,"October, 2020",1,31000,28700,2300,7.4,,,20200310,3202010,1012,No,0
Beaver County,7,4,42,4204000007,PA,2020,3,10,"October, 2020",1,81400,75100,6300,7.7,,,20200310,3202010,1013,No,0
Bedford County,9,4,42,4204000009,PA,2020,3,10,"October, 2020",1,23400,21800,1600,6.9,,,20200310,3202010,1014,No,0
