Jurisdiction,Date,New Cases,7-day Average New Cases,Cumulative cases                          ,Population (2019),New Case Rate,7-Day Average New Case Rate,Cumulative Case Rate,County FIPS Code,Longitude,Latitude,Georeferenced Lat & Long
Dauphin,07/04/2021,0,3.1,26143,278299,0,1.1,9393.9,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Venango,07/14/2021,0,1.1,4115,50668,0,2.3,8121.5,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Sullivan,07/10/2021,0,0,442,6066,0,0,7286.5,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Perry,12/28/2020,20,31.7,1653,46272,43.2,68.5,3572.4,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Warren,06/11/2021,0,0.9,2635,39191,0,2.2,6723.5,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Dauphin,05/28/2021,9,16.7,25929,278299,3.2,6,9317,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Venango,08/21/2020,0,0.3,78,50668,0,0.6,153.9,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Cameron,07/10/2021,0,0.1,310,4447,0,3.2,6971,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Bedford,05/12/2021,20,12.1,4502,47888,41.8,25.4,9401.1,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Venango,07/12/2020,3,2,42,50668,5.9,3.9,82.9,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Indiana,07/10/2021,0,1,6423,84073,0,1.2,7639.8,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Perry,12/01/2020,25,13.7,717,46272,54,29.6,1549.5,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Perry,03/18/2021,13,9.4,3058,46272,28.1,20.4,6608.7,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Juniata,07/10/2021,0,0,2142,24763,0,0,8650,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Schuylkill,06/07/2021,4,4.4,14783,141359,2.8,3.1,10457.8,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Luzerne,07/18/2020,7,8.6,3090,317417,2.2,2.7,973.5,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Centre,03/05/2020,0,,0,162385,0,,0,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Mifflin,03/07/2021,4,6.6,4660,46138,8.7,14.2,10100.1,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Bedford,12/11/2020,56,68.4,2296,47888,116.9,142.9,4794.5,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Perry,09/25/2020,1,2,227,46272,2.2,4.3,490.6,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Perry,02/10/2021,9,17.3,2731,46272,19.5,37.4,5902.1,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Dauphin,07/13/2021,6,4,26175,278299,2.2,1.4,9405.4,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Warren,05/03/2021,5,5.3,2517,39191,12.8,13.5,6422.4,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Bedford,11/25/2020,41,42.3,1374,47888,85.6,88.3,2869.2,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Venango,05/09/2021,17,13.1,3893,50668,33.6,25.9,7683.4,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Bedford,02/18/2021,6,5.7,3768,47888,12.5,11.9,7868.4,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Mifflin,04/06/2021,12,7.7,4884,46138,26,16.7,10585.6,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Schuylkill,04/09/2021,29,40,13311,141359,20.5,28.3,9416.5,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Bedford,04/26/2021,16,15.6,4308,47888,33.4,32.5,8996,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Schuylkill,07/10/2021,3,1.4,14849,141359,2.1,1,10504.5,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Monroe,05/04/2021,44,56.9,14141,170271,25.8,33.4,8305,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Monroe,03/23/2021,81,59.1,10909,170271,47.6,34.7,6406.8,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Dauphin,04/13/2021,91,84.4,23502,278299,32.7,30.3,8444.9,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Dauphin,06/20/2021,5,5,26099,278299,1.8,1.8,9378,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Carbon,02/03/2021,15,25.3,4504,64182,23.4,39.4,7017.5,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Mifflin,06/05/2021,2,2.3,5406,46138,4.3,5,11717,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Dauphin,06/30/2021,3,2.7,26127,278299,1.1,1,9388.1,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Venango,02/03/2021,6,13.4,3194,50668,11.8,26.5,6303.8,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Mifflin,05/17/2021,6,7.3,5345,46138,13,15.8,11584.8,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Monroe,03/21/2021,24,58.3,10766,170271,14.1,34.2,6322.9,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Dauphin,04/30/2021,78,77,24856,278299,28,27.7,8931.4,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Perry,04/20/2021,23,14.7,3534,46272,49.7,31.8,7637.4,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Monroe,04/02/2021,119,84,11733,170271,69.9,49.3,6890.8,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Perry,10/26/2020,6,4.7,369,46272,13,10.2,797.5,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Schuylkill,05/04/2021,31,36.7,14301,141359,21.9,26,10116.8,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Schuylkill,05/12/2021,23,27.4,14517,141359,16.3,19.4,10269.6,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Dauphin,05/16/2021,13,43.4,25621,278299,4.7,15.6,9206.3,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Perry,11/19/2020,24,11.6,558,46272,51.9,25,1205.9,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Carbon,02/06/2021,15,22.9,4582,64182,23.4,35.6,7139.1,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Butler,01/09/2021,110,159.9,10903,187853,58.6,85.1,5804,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Jefferson,01/14/2021,30,19.7,2250,43425,69.1,45.4,5181.3,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Venango,03/28/2021,1,1.9,3554,50668,2,3.7,7014.3,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Venango,01/30/2021,12,14,3147,50668,23.7,27.6,6211,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Monroe,04/27/2021,66,72.3,13743,170271,38.8,42.5,8071.3,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Venango,09/08/2020,0,0.6,84,50668,0,1.1,165.8,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Dauphin,04/23/2021,98,74,24317,278299,35.2,26.6,8737.7,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Venango,09/28/2020,3,0.9,99,50668,5.9,1.7,195.4,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Forest,05/23/2021,0,0.3,1428,7247,0,3.9,19704.7,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Bedford,01/29/2021,27,20.9,3632,47888,56.4,43.6,7584.4,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Venango,04/21/2021,6,6.9,3692,50668,11.8,13.5,7286.7,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Venango,02/04/2021,17,14.3,3211,50668,33.6,28.2,6337.3,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Venango,01/09/2021,45,35.4,2782,50668,88.8,69.9,5490.6,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Bedford,06/03/2021,6,5.1,4659,47888,12.5,10.7,9729,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Dauphin,05/11/2021,58,51.7,25445,278299,20.8,18.6,9143,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Schuylkill,05/22/2021,14,12.9,14668,141359,9.9,9.1,10376.4,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Perry,07/26/2020,1,1.9,115,46272,2.2,4,248.5,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Venango,05/08/2021,4,11.7,3876,50668,7.9,23.1,7649.8,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Mifflin,05/06/2021,17,14.1,5267,46138,36.8,30.7,11415.8,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Bedford,11/22/2020,34,39.7,1235,47888,71,82.9,2578.9,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Schuylkill,05/01/2021,30,37.9,14205,141359,21.2,26.8,10048.9,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Schuylkill,06/17/2021,0,1.3,14808,141359,0,0.9,10475.5,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Perry,08/04/2020,0,1.3,127,46272,0,2.8,274.5,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Clearfield,04/02/2021,40,42.3,7351,79255,50.5,53.4,9275.1,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Butler,10/28/2020,51,35.7,1780,187853,27.1,19,947.5,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Bedford,05/27/2021,13,8,4623,47888,27.1,16.7,9653.8,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Dauphin,06/23/2021,2,3.9,26108,278299,0.7,1.4,9381.3,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Venango,07/25/2020,2,1,60,50668,3.9,2,118.4,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Venango,05/31/2021,3,4.3,4062,50668,5.9,8.5,8016.9,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Warren,05/15/2021,0,2.9,2588,39191,0,7.3,6603.6,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Venango,12/15/2020,56,55.7,1845,50668,110.5,110,3641.4,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Venango,07/27/2020,5,1.3,65,50668,9.9,2.5,128.3,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Warren,05/21/2021,5,3.3,2611,39191,12.8,8.4,6662.2,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Tioga,07/11/2021,0,0.3,3134,40591,0,0.7,7720.9,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Dauphin,06/19/2021,2,4.7,26094,278299,0.7,1.7,9376.2,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Schuylkill,04/27/2021,51,37.6,14044,141359,36.1,26.6,9935,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Bedford,01/26/2021,42,18.9,3574,47888,87.7,39.4,7463.2,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Potter,07/11/2021,0,0.4,1226,16526,0,2.6,7418.6,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Pennsylvania,07/19/2021,596,386.3,1217338,12801989,4.7,3,9509,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Chester,08/02/2020,23,36.3,4943,524989,4.4,6.9,941.5,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Susquehanna,02/21/2021,0,4.6,1667,40328,0,11.3,4133.6,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Clearfield,05/24/2021,4,7.6,8535,79255,5,9.6,10769,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Schuylkill,06/10/2020,7,3,679,141359,5,2.1,480.3,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Washington,05/29/2020,0,0.4,146,206865,0,0.2,70.6,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Clearfield,01/17/2021,32,45.1,5195,79255,40.4,57,6554.8,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Snyder,07/11/2021,0,0.4,3689,40372,0,1.1,9137.5,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Venango,12/19/2020,23,48.3,2008,50668,45.4,95.3,3963.1,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Perry,07/31/2020,4,1.6,124,46272,8.6,3.4,268,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Venango,04/11/2021,7,5.6,3625,50668,13.8,11,7154.4,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Blair,07/11/2021,0,0.1,13524,121829,0,0.1,11100.8,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Mifflin,03/08/2021,4,6.1,4664,46138,8.7,13.3,10108.8,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Warren,07/11/2021,0,0.4,2646,39191,0,1.1,6751.6,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Bedford,12/30/2020,21,23.7,2956,47888,43.9,49.5,6172.7,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Perry,07/11/2021,0,0.3,3856,46272,0,0.6,8333.3,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Cameron,07/11/2021,0,0.1,310,4447,0,3.2,6971,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Venango,02/11/2021,9,10,3281,50668,17.8,19.7,6475.5,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Warren,05/01/2021,2,5.1,2504,39191,5.1,13.1,6389.2,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Bedford,04/10/2021,13,7.7,4054,47888,27.1,16.1,8465.6,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Forest,07/11/2021,0,0.1,1436,7247,0,2,19815.1,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Clinton,07/11/2021,0,0,3712,38632,0,0,9608.6,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Dauphin,06/29/2021,2,2.6,26124,278299,0.7,0.9,9387,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Schuylkill,06/03/2021,5,6.4,14770,141359,3.5,4.5,10448.6,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Juniata,07/11/2021,0,0,2142,24763,0,0,8650,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Chester,07/18/2020,50,39.9,4322,524989,9.5,7.6,823.3,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Butler,06/26/2020,6,4,294,187853,3.2,2.1,156.5,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Bedford,07/11/2021,0,1.3,4738,47888,0,2.7,9893.9,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Bedford,02/16/2021,5,5.9,3758,47888,10.4,12.2,7847.5,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Schuylkill,06/09/2021,10,4.4,14796,141359,7.1,3.1,10467,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Dauphin,07/12/2021,2,3.4,26169,278299,0.7,1.2,9403.2,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Venango,02/25/2021,5,7.9,3393,50668,9.9,15.5,6696.5,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Cambria,07/11/2021,0,0.9,14837,130192,0,0.7,11396.2,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Perry,05/03/2021,14,10.4,3671,46272,30.3,22.5,7933.5,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Fulton,07/11/2021,1,0.6,1381,14530,6.9,3.9,9504.5,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Indiana,07/11/2021,0,0.9,6423,84073,0,1,7639.8,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Sullivan,07/11/2021,0,0,442,6066,0,0,7286.5,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Elk,07/11/2021,0,0,2871,29910,0,0,9598.8,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Perry,04/27/2021,12,10.9,3610,46272,25.9,23.5,7801.7,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Venango,04/05/2021,3,3.9,3589,50668,5.9,7.6,7083.4,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Armstrong,07/11/2021,0,0,6014,64735,0,0,9290.2,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Columbia,07/11/2021,0,0.4,5909,64964,0,0.7,9095.8,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Jefferson,07/11/2021,0,0,3345,43425,0,0,7702.9,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Venango,09/18/2020,0,0.9,90,50668,0,1.7,177.6,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Venango,07/23/2021,3,1,4123,50668,5.9,2,8137.3,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Perry,09/13/2020,1,1.1,197,46272,2.2,2.5,425.7,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Venango,03/17/2021,5,6.1,3534,50668,9.9,12.1,6974.8,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Monroe,05/11/2021,25,35.1,14387,170271,14.7,20.6,8449.5,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Huntingdon,07/11/2021,0,0.4,5176,45144,0,0.9,11465.5,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Bedford,02/15/2021,11,6.4,3753,47888,23,13.4,7837,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Mifflin,01/29/2021,33,20.9,4295,46138,71.5,45.2,9309,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Jefferson,07/03/2020,3,1,32,43425,6.9,2.3,73.7,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Butler,05/06/2020,3,1.7,193,187853,1.6,0.9,102.7,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Clearfield,03/20/2021,23,31.4,6857,79255,29,39.7,8651.8,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Lycoming,09/19/2020,3,6,633,113299,2.6,5.3,558.7,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Venango,10/02/2020,0,1.7,107,50668,0,3.4,211.2,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Bedford,12/14/2020,56,63.3,2462,47888,116.9,132.2,5141.2,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Venango,10/11/2020,3,4.1,139,50668,5.9,8.2,274.3,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Bedford,02/25/2021,2,3.7,3794,47888,4.2,7.8,7922.7,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Mifflin,07/11/2021,0,0.1,5441,46138,0,0.3,11792.9,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Venango,01/06/2021,35,36.9,2655,50668,69.1,72.7,5240,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Venango,09/09/2020,0,0.3,84,50668,0,0.6,165.8,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Mifflin,05/20/2021,7,6.4,5365,46138,15.2,13.9,11628.2,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Monroe,04/25/2021,35,72.1,13584,170271,20.6,42.4,7977.9,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Dauphin,07/05/2021,2,3.3,26145,278299,0.7,1.2,9394.6,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Wyoming,07/24/2021,3,2.6,2023,26794,11.2,9.6,7550.2,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Venango,07/05/2021,0,0.6,4106,50668,0,1.1,8103.7,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Bedford,04/06/2021,12,9.9,4023,47888,25.1,20.6,8400.9,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Sullivan,05/23/2021,0,0.3,430,6066,0,4.7,7088.7,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Schuylkill,06/24/2021,1,2,14822,141359,0.7,1.4,10485.4,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Allegheny,04/12/2020,16,36.7,896,1216045,1.3,3,73.7,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Washington,08/20/2020,13,8.6,964,206865,6.3,4.1,466,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Jefferson,01/04/2021,22,20.6,2004,43425,50.7,47.4,4614.9,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Dauphin,05/21/2021,26,31.4,25812,278299,9.3,11.3,9274.9,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Warren,04/30/2021,3,5,2502,39191,7.7,12.8,6384.1,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Perry,12/23/2020,31,38.6,1524,46272,67,83.4,3293.6,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Schuylkill,04/16/2021,64,48,13647,141359,45.3,34,9654.1,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Venango,06/08/2021,2,1.9,4081,50668,3.9,3.7,8054.4,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Perry,05/29/2021,1,3.3,3819,46272,2.2,7.1,8253.4,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Monroe,03/09/2021,50,44.3,10116,170271,29.4,26,5941.1,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Schuylkill,04/07/2021,41,43.1,13221,141359,29,30.5,9352.8,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Dauphin,07/02/2021,3,2.6,26133,278299,1.1,0.9,9390.3,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Mifflin,05/25/2021,5,3.7,5377,46138,10.8,8.1,11654.2,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Monroe,04/07/2021,109,86.7,12147,170271,64,50.9,7133.9,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Dauphin,06/13/2021,3,6.1,26064,278299,1.1,2.2,9365.5,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Venango,08/07/2020,0,0.4,72,50668,0,0.8,142.1,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Schuylkill,06/28/2021,2,1.4,14828,141359,1.4,1,10489.6,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Tioga,07/24/2021,1,0.6,3142,40591,2.5,1.4,7740.6,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Bedford,11/27/2020,43,48.6,1493,47888,89.8,101.4,3117.7,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Warren,05/09/2021,1,8.1,2569,39191,2.6,20.8,6555.1,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Venango,09/01/2020,0,0.1,80,50668,0,0.3,157.9,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Delaware,05/24/2021,45,42.7,51781,566747,7.9,7.5,9136.5,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Lycoming,09/13/2020,1,3.4,592,113299,0.9,3,522.5,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Dauphin,07/18/2021,8,6.6,26213,278299,2.9,2.4,9419,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Venango,03/08/2021,12,7.9,3483,50668,23.7,15.5,6874.2,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Warren,06/09/2021,3,1.9,2635,39191,7.7,4.7,6723.5,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Bedford,04/08/2021,7,8.1,4034,47888,14.6,17,8423.8,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Venango,08/08/2020,0,0.4,72,50668,0,0.8,142.1,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Venango,09/14/2020,0,0.4,87,50668,0,0.8,171.7,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Schuylkill,03/31/2021,45,38.1,12919,141359,31.8,27,9139.1,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Venango,06/09/2021,1,1.6,4082,50668,2,3.1,8056.4,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
